H1 H2 H3 H4 H5 H6 H7 H8 H9 H10 H11 H12 H13 H14 H15 H16 H17 H18 H19 H20 H21 H22 H23 H24 H25 H26 H27 H28 H29 H30 H31 H32 H33 H34 H35 H36 H37 H38 H39 H40 H41 H42 H43 H44 H45 H46 H47 H48 H49 H50 H51 H52 H53 H54 H55 H56 H57 H58 H59 H60 H61 H62 H63 H64 H65 H66 H67 H68 H69 H70 H71 H72 H73 H74 H75 H76 H77 H78 H79 H80 H81 H82 H83 H84 H85 H86 H87 H88 H89 H90 H91 H92 H93 H94 H95 H96 H97 H98 H99 H100 H101 H102 H103 H104 H105 H106 H107 H108 H109 H110 H111 H112 H113 H114 H115 H116 H117 H118 H119 H120 H121 H122 H123 H124 H125 H126 H127 H128 H129 H130 H131
H71 -0.1674110889522 -0.157021178463734 -0.144483819579362 -0.133837830835022 -0.154588816981616 -0.156993842200463 -0.132129115858786 -0.194706435210077 -0.171701658112595 0.0712009817982727 0.107444138817781 0.076097653408448 0.0942057588957543 -0.0495657513838796 -0.037028392499508 -0.0263824037551684 -0.127036699217514 -0.114499340333143 -0.103853351588803 0.530115139008957 0.538459390543023 0.452964192110417 0.380583179581678 0.406919153910265 0.424302683277974 0.477243607960825 0.418521636419034 0.437148619791083 0.422227716715193 0.449001973005475 0.493270509935633 0.392313065412829 0.41166268721136 0.459727528273394 0.373439934462127 0.434930021726071 0.370226754852374 0.364367655292601 0.395524488988197 0.381908016696893 0.38169202446736 0.489375504560655 0.383069784825808 0.372936497569404 0.398130807335155 0.470601074853054 0.356748040431042 0.453961861853563 0.500338427235295 0.444419813209205 0.48064462269702 0.344762560767297 0.455145852900403 0.449826219214731 0.576156059611237 0.47451170287878 0.444359986934245 0.428575236046039 0.545112641515842 0.508466625986917 0.567308855607726 0.503449877956454 0.404884757797102 0.469848281077454 0.460823535942182 0.589332009483179 0.414934482037875 0.418078146907089 0.505880350653128 0.373034351071766 0.851103099188284 0.434195817693803 0.437280988452075 0.49326699786686 0.504653427593185 0.455681322282452 0.450761640566523 0.429433573543556 0.399685987719546 0.410070327340304 0.55349068157362 0.407235603417286 0.410495106003096 0.635605877129759 0.454001524009533 0.49169673980791 0.365677596391987 0.320327039515223 0.526288316210502 0.448790522244182 0.429157755039063 0.632711993013791 0.446649795221273 0.429517742088287 0.553737374128462 0.534187140539507 0.547720655344277 0.441801263174451 0.415596143684109 0.502752368987572 0.495929327655456 0.435635947549426 0.494609032008481 0.394777508291945 0.488417557526389 0.40742707171832 0.371881484220603 0.379799746033679 0.386246814348365 0.38343576661311 0.37542516161247 0.417089560100425 0.420228562395578 0.355257348895672 0.425996893143444 0.406777641759881 0.413953343239126 0.330948504331062 0.375131601105383 0.447068760804717 0.491741972831588 0.422035461226331 0.34997749847179 0.406233755523359 0.369954872287023 0.347236873770722 0.399743210219381 0.350718302771234 0.469999421140509 0.367468327595802 0.374153066081758
H72 -0.178862249739184 -0.237641080463351 -0.162059180565564 -0.119137400903997 -0.173434820228692 -0.179127262924803 -0.127778510389888 -0.206157595997061 -0.159099265403015 0.0597498210112884 0.0822079869913034 0.0790963546114148 0.106808151605335 -0.130185653383497 -0.0546037534857097 -0.0116819738241433 -0.207656601217132 -0.132074701319344 -0.0891529216577779 0.548760469912698 0.493683420228089 0.392430780269632 0.365224055097002 0.377442602910867 0.404680997255363 0.322978167015492 0.405253161700798 0.428475142086011 0.379882219096933 0.544602422697212 0.480304920872606 0.405004107582471 0.410280627596309 0.390447369706586 0.41325771141045 0.43559428714743 0.387128646374915 0.330798454220385 0.362583221591413 0.402503635721978 0.402967289352912 0.392155991164607 0.387560751939803 0.407849004394348 0.407556594392548 0.431845880367267 0.620989312978915 0.515218033226648 0.45418100283441 0.556974472137617 0.394993863838938 0.543329358319942 0.492872980082285 0.581425737146259 0.450649981000708 0.542682532136628 0.533865786246785 0.423410799468384 0.451239645237098 0.541894254355839 0.451775841254066 0.567284271126316 0.611378294570206 0.538033885245312 0.516465241511401 0.463877643057686 0.384445849702781 0.555646728482728 0.498891212689217 0.399340472815784 0.434195817693803 0.855231475477931 0.428489311466923 0.466051008099019 0.501587028236975 0.524339723570635 0.504098460174155 0.36028638916684 0.349310326510756 0.445078871080314 0.497360192915867 0.353934510026482 0.390799545430435 0.481539897469563 0.630620192742063 0.509197015185863 0.351795962908329 0.379898871147149 0.435407239208818 0.420303890215466 0.442853491089397 0.479273947029027 0.4767456813829 0.427456036612768 0.586795629747129 0.445418875669278 0.522255492412643 0.442820126436054 0.552337330299178 0.48514745818135 0.492700404289134 0.494520745865879 0.535896912502815 0.383385447145001 0.545433329726555 0.358152141305288 0.359972301223304 0.407103174203384 0.391882836988148 0.388746741232669 0.433497339878363 0.400866103380154 0.364881143968365 0.407559924802592 0.374047704018571 0.403364032018432 0.329292503351725 0.325259558448046 0.378942922358909 0.513666062146481 0.350020430484893 0.36862355601045 0.422499538727634 0.392536808414828 0.366733336375706 0.325953010371967 0.395997165002702 0.305521247521011 0.41586354533413 0.373732283911017 0.401951453736803
H73 -0.212197232155993 -0.157068894156717 -0.148343462054971 -0.185863679943801 -0.184053378504857 -0.168063640761037 -0.0877043524211433 -0.23949257841387 -0.196851945912866 0.0264148385944797 0.0725128605907744 0.069179604560733 0.0690554710954836 -0.0496134670768634 -0.0408880349751168 -0.078408252863947 -0.127084414910498 -0.118358982808751 -0.155879200697582 0.456665670385425 0.440557445852651 0.50420018906275 0.46974637053013 0.46637738828326 0.492899199492262 0.446434529626658 0.542413253346401 0.65609462026891 0.461303962729152 0.417638835545926 0.460503756025117 0.460436784506792 0.513598787863607 0.512315429491658 0.5015497881974 0.497734773216371 0.387244060221142 0.449260897248112 0.43202251320538 0.507033338610111 0.507689066071177 0.525260370012417 0.356013533634225 0.461035894997123 0.467340482314866 0.481545892207641 0.403322553275165 0.42437910105024 0.443407308003139 0.464214801659886 0.435060634352677 0.404937378275785 0.415663902390263 0.409841921764245 0.384647672551403 0.411508095632442 0.42217945604602 0.480232317933662 0.478149358386777 0.414502194814258 0.475486786386542 0.404306840825228 0.444463350751407 0.414734475776549 0.403788992339954 0.430586985370908 0.49129521346251 0.474618336553075 0.468141839524189 0.440929059060571 0.437280988452075 0.428489311466923 0.658874738030004 0.402811607821617 0.466220495693767 0.363925740156313 0.391806358662972 0.480019474455442 0.45137261942719 0.457509172420022 0.417720642527171 0.44412516274974 0.49090416277052 0.41069141853692 0.384984528389053 0.456122752995461 0.395453036554541 0.480173399952351 0.439873864053041 0.403708880840185 0.4629741330894 0.388760062872842 0.454528818748748 0.417672260752178 0.336239920360731 0.45444356025164 0.447063189937009 0.450234345827307 0.43537635722478 0.43521286436811 0.411117953234099 0.362932611881408 0.404087154868192 0.374059693494726 0.400533001822916 0.435348260674597 0.413602439126384 0.467359859246027 0.376698831518839 0.361609833565128 0.484106008684363 0.473371188821232 0.471191223512723 0.458634003273911 0.48465728237589 0.496036869623398 0.430291002747426 0.391537019319836 0.474991826901201 0.366926257946576 0.481048934476274 0.486554102277811 0.448818255476906 0.476189563458583 0.420924920859172 0.408246473694786 0.462969046644971 0.363761157347265 0.557094124687536 0.332152901708531 0.377230243855926
H74 -0.157230691531911 -0.166195913156773 -0.138130123851708 -0.113507070237743 -0.150451357755488 -0.155634066056248 -0.129424822903645 -0.184526037789787 -0.165170663464819 0.0813813792185621 0.110244468687988 0.105588858212036 0.100736753543531 -0.0587404860769193 -0.0306746967718538 -0.00605164315788889 -0.136211433910554 -0.108145644605488 -0.0835225909915235 0.336608627028977 0.503295589142086 0.416869571378839 0.409911860375154 0.414971964289089 0.368032922927502 0.424187390537567 0.429352129879771 0.402797438440705 0.417699691220353 0.446195224526821 0.459207439330454 0.384106087325456 0.396400689594128 0.391224142434498 0.392470502978512 0.329629722506834 0.39278852686119 0.378419079135556 0.377455258469032 0.390677410211211 0.390705203996845 0.392312217672091 0.403489194883149 0.347812247520381 0.378850034195156 0.431684446309533 0.481478315160217 0.447815983712609 0.577005919701371 0.516713932312269 0.512758374027414 0.489498063650248 0.509924316186405 0.502794756024487 0.429330875808404 0.553136870921204 0.573626159036544 0.483375861697056 0.470366856197647 0.453024260597015 0.404098296603609 0.620046564725028 0.453716319804008 0.41213796700099 0.50219376839395 0.528083104459279 0.380309964852309 0.456353035711726 0.537794640698384 0.354957733097596 0.49326699786686 0.466051008099019 0.402811607821617 0.893988244339375 0.482461997181181 0.443152683017102 0.464029994178939 0.363752195516604 0.357777439898964 0.447628633009447 0.527797597489205 0.38312343470396 0.376372935757877 0.404061359328584 0.576072314936876 0.395342648599834 0.424504385020777 0.401035469869082 0.479119900426298 0.444772231144693 0.493089275076369 0.568943965833155 0.404179800820305 0.590173210507201 0.600965858399265 0.606702883292724 0.494494526455902 0.413404370558174 0.44957892113079 0.50683072857366 0.630085994971122 0.464935078522882 0.62906119752435 0.399594613378541 0.449811202093081 0.375040953399296 0.362588550247482 0.397522735014163 0.397394968374321 0.398972068912087 0.420614708301869 0.337933464144192 0.370215976434416 0.356129553009551 0.395900885875997 0.416005057484514 0.383598775046501 0.378923121557379 0.391709534560078 0.572766792139558 0.389832515459687 0.391747380128751 0.421126562049065 0.368292271040509 0.357913805052009 0.378641429420628 0.416520604959213 0.337510017645417 0.419188990038797 0.373895897873507 0.378770709883217
H75 -0.195872107100038 -0.186132292652019 -0.161878430129579 -0.156078611868576 -0.166524098283073 -0.168596688026691 -0.138117495881147 -0.223167453357914 -0.177438864664784 0.0427399636504351 0.0753928175374708 0.0745712962091592 0.0884685523435656 -0.0786768655721648 -0.0544230030497246 -0.0486231847887223 -0.156147813405799 -0.131893950883359 -0.126094132622357 0.563634868353803 0.578509630112366 0.435377507730068 0.372260363777709 0.378037050827138 0.371005041403033 0.358566989290861 0.411794510896163 0.466058577212754 0.363079210476222 0.495767409174442 0.468569706385385 0.390121837263083 0.382714097033186 0.392489758803853 0.408909951928316 0.423356725719863 0.364400898840124 0.410490382876126 0.381239996995122 0.418427052773805 0.419127104964902 0.413531350010187 0.36683500471139 0.361636537398384 0.378446085733362 0.521451773639835 0.480594182123092 0.406825357452864 0.495096180168447 0.501993096050615 0.549919634266489 0.578386283834945 0.508050264178598 0.472833600087337 0.452034886602523 0.546047275679805 0.496311416516784 0.518631158544819 0.552118794847429 0.442632472968343 0.427289879428064 0.589464862567451 0.466210867781096 0.445915772847735 0.521410900425667 0.448825461273181 0.401181886805166 0.393576804641978 0.589989371872812 0.399580322891809 0.504653427593185 0.501587028236975 0.466220495693767 0.482461997181181 0.815205759837088 0.560268368776238 0.413502163507626 0.4276634303291 0.382564713004518 0.453186360736758 0.491039982947375 0.377119795348309 0.404706187265872 0.444347513034811 0.53036110492888 0.571018690184297 0.359940389839798 0.39195126177631 0.4564944873092 0.438436156313814 0.483214609298052 0.469961817783475 0.472294497530696 0.414760452974886 0.430753869190531 0.521978523402862 0.591833995166419 0.439772559034816 0.50953048006056 0.489649869795312 0.678852947023189 0.438357376978063 0.609752751704537 0.367232534564738 0.452081512343128 0.378958666115477 0.378023305316595 0.38287577330256 0.375545238032758 0.377469548955763 0.415298102261691 0.387010689306473 0.402819176935351 0.403847486450896 0.399146340186716 0.40384028065462 0.374292943303576 0.354731567979203 0.393736058794957 0.371357580444341 0.411679581473215 0.40430102774588 0.41386705534255 0.387671927082338 0.369093386038192 0.315222489765437 0.395727280683377 0.320779793622379 0.444655909004818 0.359448397447041 0.371274804616538
H76 -0.11466248031112 -0.183805910407425 -0.115286417494501 -0.0916089581211872 -0.125258440706663 -0.133144957539285 -0.110599892069205 -0.141957826568997 -0.144794367079311 0.123949590439352 0.115838467608316 0.141833407948471 0.121113049929038 -0.076350483327571 -0.00783099041464703 0.0158464689586667 -0.153821431161206 -0.0853019382482817 -0.0616244788749679 0.584230426825977 0.5326845806338 0.304729699883089 0.297978837619546 0.313521740185701 0.301037788967841 0.315504847984197 0.456473172684923 0.363970670415443 0.300950047801428 0.540542107878269 0.470910863539989 0.365616982929199 0.341809092588009 0.337770213499162 0.34528113588749 0.34982871997222 0.410852549830105 0.345088577634079 0.373002318582441 0.306366081719625 0.309031196942075 0.325627356822644 0.437872105958302 0.363512284887668 0.357398560341859 0.504592935236217 0.566886377955509 0.535078297714178 0.493233875425157 0.47821221230723 0.517724439272309 0.706971659571487 0.548045279494132 0.612160335401277 0.561420266780843 0.602760101671853 0.509091047593577 0.408077228311677 0.384880922360252 0.52517922911318 0.414279905082096 0.554115224286099 0.55562056962566 0.587030272272906 0.57390548960981 0.412796177131361 0.333076273031257 0.385841473169643 0.524676216090826 0.361778049548769 0.455681322282452 0.524339723570635 0.363925740156313 0.443152683017102 0.560268368776238 0.94946403493553 0.636986786239521 0.365667241844398 0.33784039432171 0.455032558406021 0.480497418573107 0.322023489838359 0.362035581074479 0.475078659773966 0.655666450643164 0.555445268951564 0.360567657433222 0.34073337014403 0.525056791129408 0.47309004166067 0.463711062002613 0.491909280521581 0.449917230238277 0.500565076776968 0.619938538333806 0.475326078963726 0.547575086148931 0.460693165527215 0.544472476152614 0.459227664002353 0.549357582157003 0.517668427830672 0.535190502256181 0.419217389353529 0.555335304867226 0.360149539590516 0.368647958833131 0.351049951058635 0.431681842534408 0.442788760028737 0.343218037695045 0.371023570593455 0.344982125618513 0.348847217856011 0.33519986358067 0.341363907594587 0.346810944602642 0.370089420852771 0.375015581730057 0.556937171545133 0.316151734720422 0.329694453567494 0.388135883477822 0.321752999989935 0.391188597876399 0.374772098479438 0.363642897514274 0.335871698115764 0.32594622844606 0.456119967561606 0.444240031619778
H77 -0.126304746081679 -0.163430946185935 -0.122518372627022 -0.105940257513597 -0.148824058855433 -0.138714735295662 -0.117351662626396 -0.153600092339556 -0.172674258951052 0.112307324668794 0.099446068269486 0.104320274750097 0.0932331580572976 -0.0559755191060807 -0.0150629455471683 0.00151516956625643 -0.133446466939715 -0.092533893380803 -0.0759557782673782 0.476942781104553 0.495932355300949 0.374172140248369 0.385490992927271 0.369615049356789 0.422783410769141 0.397469024583101 0.480113392018662 0.39173308964202 0.404441268285157 0.3979054899575 0.442499074907882 0.392980479585502 0.40497958365397 0.440027728997041 0.398648474161701 0.408825298960307 0.401589044571185 0.352491170866635 0.398083091642172 0.355389596450845 0.356230010287038 0.429465787691611 0.437606520895578 0.427318097084067 0.395739815135722 0.475102578173367 0.52098848332636 0.508040575713017 0.406025332407559 0.405061996164314 0.475682796155816 0.615877315221214 0.457940854114541 0.622421873720803 0.547931137259013 0.573491368259156 0.429070498295929 0.403571244076033 0.484678415341437 0.51086270463078 0.452887108256142 0.426874062595933 0.549119972538643 0.589586695022125 0.469410301880308 0.459315344615856 0.375820451008152 0.49380210393145 0.406226125856714 0.37594016411098 0.450761640566523 0.504098460174155 0.391806358662972 0.464029994178939 0.413502163507626 0.636986786239521 0.913148032765438 0.381048286482449 0.368062836064982 0.399161599520005 0.517715780206197 0.38090925700137 0.386746981383955 0.518037073946008 0.506735721058061 0.47274307348707 0.400076130117889 0.373401059493986 0.470552511419332 0.404172837235669 0.423627094462468 0.505280937398248 0.402948154633391 0.535833150288714 0.589044564819989 0.443375699384182 0.479965461259831 0.444330316008405 0.534743561228374 0.46787873713077 0.424827616453704 0.461863956039701 0.366609142357546 0.405336724716429 0.494581238222847 0.378130968390358 0.360381759999897 0.429793197275321 0.416227649981225 0.424586434213661 0.398609538640649 0.408337969141611 0.374384559856221 0.375117371171561 0.406053307851923 0.396120087409754 0.409981435668603 0.373236840002397 0.396011092171974 0.573987781014334 0.400900981856244 0.379523200894267 0.37794155888826 0.408999206917476 0.388839750502241 0.419082416917412 0.393710202702439 0.359615341819574 0.421466384979299 0.418296561253018 0.410029090808677
H78 -0.104209352584742 0.046682564645482 -0.110625054492111 -0.129846546333339 -0.103886654482765 -0.0118652298265849 -0.0882825116046562 -0.131504698842618 -0.149640658668468 0.134402718165731 0.138924143393394 0.115962419414835 0.116266758339881 0.154137991725336 -0.00316962741225667 -0.0223911192534854 0.0766670438917013 -0.0806405752458913 -0.09986206708712 0.3997286169681 0.413325349010783 0.504840959955076 0.52269771031348 0.560787125555161 0.459395153351075 0.583521594462948 0.445731692001706 0.4799609803445 0.544396118933259 0.357990586141734 0.410813795967783 0.435568673266552 0.4437632380074 0.453753135973214 0.428847905799219 0.429886448756532 0.444081201337168 0.599482857083448 0.493284739869454 0.530878105673417 0.527773618536893 0.480446130258441 0.406394039075805 0.423306224593025 0.433474450878429 0.426300565986481 0.346422437132866 0.356722850420533 0.386514579315844 0.387316844818815 0.42098559487487 0.36395722766945 0.37666358972529 0.377948340814167 0.370387946698468 0.404436363499457 0.351981920894563 0.420909116549694 0.434502336523604 0.374534125543619 0.449229833605345 0.380214412360522 0.383167698881081 0.376502458432105 0.362941815923709 0.382965512714999 0.537058559525911 0.385915226613874 0.419559997717618 0.504104636570963 0.429433573543556 0.36028638916684 0.480019474455442 0.363752195516604 0.4276634303291 0.365667241844398 0.381048286482449 0.856596095854936 0.553635221369498 0.4320870020544 0.401119093437623 0.603478016971364 0.501104300439429 0.384826000870993 0.333565903860529 0.401911670475013 0.531993429720455 0.515948906848873 0.410033995594377 0.418238067142076 0.392606686472827 0.408342268398212 0.45092180301315 0.393550282467452 0.322903626383432 0.415398922856637 0.403896352649167 0.44083556536772 0.395046302658892 0.396101739878061 0.393984507384185 0.386127282904266 0.363365565187034 0.432448200161821 0.352017647111391 0.537795548992033 0.519647418031297 0.431270203853059 0.421095498406298 0.422761248404126 0.444352175608871 0.426976033696167 0.476759426893443 0.423903639601879 0.438461588535962 0.441508126537732 0.471939536372992 0.443313753757377 0.43616881315635 0.330888314738644 0.48630686474678 0.447635051617894 0.426040794003105 0.420936849782418 0.435675730811216 0.437003898336475 0.463063145866921 0.644556384397521 0.47973814563615 0.399960413507112 0.409215986334839
H79 -0.0913313230293977 0.101920261199997 -0.0959814231905508 -0.0835328954249699 -0.0777703055583045 0.00126397319893186 -0.0650398826771747 -0.118626669287274 -0.0701056226022207 0.147280747721075 0.145057426529093 0.145321861086529 0.195801794406129 0.209375688279851 0.0114740038893031 0.0239225316548841 0.131904740446216 -0.0659969439443315 -0.0535484161787506 0.387267675855994 0.40613905077231 0.495061665009817 0.561173271461452 0.521805220974791 0.570807057764274 0.587881888397426 0.435435275206091 0.45147664932636 0.505554575997986 0.389004817734568 0.374735161204413 0.437683180879484 0.431265359620269 0.429922901608279 0.444673529901593 0.410185801739441 0.480599086908792 0.592015835554782 0.514924291060832 0.56234297202156 0.560221016400714 0.427775271553644 0.443532470867856 0.403154942820624 0.429811968677383 0.413492414489136 0.335202588461615 0.374284526449103 0.36364471410157 0.381497225756283 0.39382361830264 0.342926838751442 0.385670592857968 0.342143041885985 0.379454049471187 0.374341567290207 0.364357603509561 0.396894195809632 0.393038247061526 0.368529820105959 0.428051695587236 0.332611347789216 0.387734841555701 0.385657210664885 0.356760211565928 0.366648320090237 0.563692030300727 0.37018903038952 0.415609404771373 0.521666312599532 0.399685987719546 0.349310326510756 0.45137261942719 0.357777439898964 0.382564713004518 0.33784039432171 0.368062836064982 0.553635221369498 0.875031187055582 0.425543412401369 0.381558808065628 0.610874554912933 0.507695605785444 0.385802840413141 0.329090801608922 0.374136535137361 0.495131724726546 0.565328351584354 0.393295718034326 0.401056542281719 0.39614697290174 0.397521342297236 0.43521776915381 0.41140006924122 0.317512479711195 0.375271962750479 0.374170929190172 0.460458341342709 0.396281703126218 0.383633411310951 0.347245775048474 0.398466028244239 0.354908624687686 0.459074283481633 0.362354392144985 0.588815008738643 0.519567851507718 0.464035262282098 0.452205766914198 0.457543082049554 0.416266767161006 0.421008665533533 0.46666985883797 0.411198912474606 0.401607270997058 0.405954001079723 0.478604716269058 0.470316597282448 0.4173989854699 0.367546561955364 0.446933425051141 0.407567191151777 0.41359462780101 0.415530928200171 0.48664347837279 0.486937402197337 0.446420905221935 0.722000770697329 0.430812726618932 0.434173413117149 0.469528864477849
H80 -0.0371024379534462 -0.114453330560403 -0.0727576867709511 -0.0938777545484873 -0.0790876946656052 -0.0670797951695267 -0.0642813969280458 -0.0643977842113228 -0.103078256406321 0.201509632797026 0.154304098079067 0.171833014983393 0.162829160602028 -0.00699790348054873 0.0346977403089028 0.0135776725313666 -0.0844688513141833 -0.0427732075247318 -0.063893275302268 0.455532725441612 0.440325770419459 0.416626633104409 0.415002664614397 0.410828449771974 0.408428374636058 0.415123830987063 0.458407838155518 0.457627977229202 0.408222434189564 0.463992451374815 0.414314723005276 0.427493458311073 0.419908419161054 0.407573428101494 0.421843871819477 0.4189744510791 0.470734412360605 0.424606295568101 0.459700642781408 0.408866172174475 0.410925516086508 0.397565545921447 0.464680332431026 0.412098728715389 0.452097498311336 0.425982178786344 0.435861628244541 0.43748178190123 0.407834047825608 0.453249154104301 0.417594026392616 0.449953864748753 0.432748421488995 0.407615633479679 0.392579134898832 0.420163528570369 0.425907456495555 0.406539789929881 0.403053213932029 0.43161626373301 0.3764405128053 0.456090236082856 0.460668762704534 0.452769817269709 0.459997473145629 0.418365470464459 0.440038386309179 0.419468320612063 0.430758652870412 0.487046276329297 0.410070327340304 0.445078871080314 0.457509172420022 0.447628633009447 0.453186360736758 0.455032558406021 0.399161599520005 0.4320870020544 0.425543412401369 0.81146467995902 0.410611246484242 0.407443784321446 0.468222011576867 0.390410190219921 0.464758990660957 0.422913478419558 0.486655891719315 0.413425079653352 0.420582554706724 0.485042096118163 0.441621723796663 0.413557084996885 0.453225962339818 0.411131698744641 0.447278092214165 0.418596964238922 0.420443525225644 0.441832145158488 0.414747918522542 0.408401125826613 0.467200847304688 0.479356238433551 0.458153273722392 0.456759587948645 0.446605894361612 0.446426778854193 0.43517853086821 0.420986139851059 0.463107228385312 0.462327730776455 0.419440950696798 0.419240641670922 0.418501230088405 0.43776916601151 0.414673256784662 0.418229529181783 0.411775376176642 0.465335030492624 0.436980706571992 0.418539741739087 0.406521624056917 0.416252416121364 0.470357409943706 0.413947590712687 0.457822594281549 0.450211941250653 0.449233103462478 0.425406805036685 0.402981761498373 0.480143123497412 0.462641334296712
H81 -0.153809149359267 -0.169659479048871 -0.139037630312046 -0.111932391816372 -0.158576407755796 -0.146679320084794 -0.130044218618784 -0.181104495617144 -0.168213144421627 0.0848029213912052 0.112919877905117 0.0876606554199765 0.0976942725867223 -0.0622040519690175 -0.0315822032321919 -0.00447696473651762 -0.139674999802652 -0.109053151065827 -0.0819479125701522 0.433939497226291 0.512302047298575 0.428011004031798 0.353642766106691 0.384610674723468 0.397583893453139 0.392644108171131 0.407338664469898 0.417573498956168 0.404307385801417 0.452815534716667 0.457332176264449 0.363341101811443 0.39298144843206 0.402867922027803 0.382838412157165 0.381232246222658 0.388231617628338 0.371808457411291 0.383639708813578 0.377159518057189 0.377490197498031 0.433638791475838 0.409540671037603 0.378995845602142 0.392163378619612 0.443956159578271 0.496114014030583 0.469344178102721 0.467960846876564 0.434625682801025 0.509811929985672 0.431640666555691 0.492446748149656 0.461352283951234 0.523758476188719 0.560591963526625 0.458117063082285 0.44458548597063 0.533781920466605 0.541763520623413 0.507132282064851 0.556752000746726 0.48870445721339 0.547684141939621 0.464651872563383 0.525070173322491 0.393113574881413 0.475871842340454 0.509996798019528 0.392782653228931 0.55349068157362 0.497360192915867 0.417720642527171 0.527797597489205 0.491039982947375 0.480497418573107 0.517715780206197 0.401119093437623 0.381558808065628 0.410611246484242 0.785180720580018 0.389411309418577 0.39463587503574 0.530129429495688 0.441407548154425 0.448858523161974 0.393101464299438 0.343303659509612 0.493401001456419 0.437518900834985 0.517949211673775 0.609073771926078 0.435289524352015 0.514548984125409 0.562692604523195 0.480481977581088 0.556062726973588 0.431659922381032 0.46160684838436 0.578083882603015 0.473487874278567 0.463628649492269 0.502773804717669 0.40145740254511 0.511253815875681 0.379208628527453 0.381981770141125 0.41140491347401 0.407428282776517 0.406235087687376 0.409313052649373 0.373933682889271 0.393775720950927 0.3613019220184 0.393752286974804 0.378736497489136 0.40449903576118 0.355698113526672 0.378730926621427 0.474086318686889 0.430715841963128 0.401706819980897 0.381420141902008 0.37027325948716 0.357552970262048 0.369142312789373 0.395593095435088 0.334371499773543 0.435228305360129 0.373801011463729 0.387444732564477
H82 -0.110317445709932 0.110651869698551 -0.0999193000257216 -0.109116015425047 -0.0805926766877071 0.0568615962497604 -0.0864269282343619 -0.137612791967808 -0.138868417107033 0.128294625040541 0.138504390622121 0.121822003397887 0.127038999901316 0.218107296778405 0.00753612705413229 -0.00166058834519287 0.14063634894477 -0.0699348207795023 -0.0791315361788275 0.340711571096474 0.373183250677156 0.510272071547833 0.575497183398857 0.600998375311869 0.525765381280797 0.657072428657616 0.42679158953268 0.444066668638798 0.59209086061012 0.327333980034639 0.380371426055835 0.46439585486042 0.422909784692056 0.438233425171543 0.446209757225191 0.424073853831546 0.464272448030089 0.649874019837167 0.527342239606924 0.555959847579706 0.552737161163101 0.451776749547714 0.420076937909244 0.407387591221079 0.41935096907272 0.391130224871277 0.330658940316027 0.354190285517806 0.349748547919542 0.36975819643574 0.385113445534183 0.335509470608875 0.360722793988329 0.361771146517043 0.360224140775485 0.399746661735244 0.350136389307309 0.39119810468325 0.40727350953887 0.364370319620636 0.430548292061496 0.345908403480914 0.381772802049136 0.365082785158258 0.368867887001807 0.380935294752617 0.559111444880114 0.3654533084138 0.396564182450798 0.515416162347769 0.407235603417286 0.353934510026482 0.44412516274974 0.38312343470396 0.377119795348309 0.322023489838359 0.38090925700137 0.603478016971364 0.610874554912933 0.407443784321446 0.389411309418577 0.910874392105348 0.491804826752042 0.36997116101978 0.319715757890007 0.361355874661101 0.54864608546594 0.577738912675441 0.385848800071738 0.374010706190635 0.400076735646987 0.416957373098161 0.450546374971907 0.42111420925545 0.319388529965028 0.394316458436135 0.362284150769527 0.462674214526776 0.39683539893414 0.377856058179513 0.374084035764497 0.391233346476799 0.347033234334803 0.448724095702046 0.310760043071995 0.59063934680744 0.54037794893959 0.446615280062643 0.431446655032443 0.434323947651105 0.439115802174282 0.418008995484009 0.464586233209076 0.410659264941775 0.429487162868798 0.43304343526592 0.503802961973952 0.474386721672792 0.42621185597351 0.352512727702552 0.449526058440467 0.420310187718093 0.416682220675677 0.40736742710209 0.435182103489892 0.461871404047616 0.446472254089512 0.781506357445848 0.455966647593796 0.408183983091792 0.421133283422062
