loc,expt,entry,plot,col,row,rep,yield
6,4,91,3300,4,31,2,6.122827586
6,4,40,3315,4,32,2,4.538300766
6,4,103,2910,4,5,1,6.751358238
6,4,142,2925,4,6,1,6.881417625
6,4,112,2940,4,7,1,7.963948276
6,4,122,2955,4,8,1,6.908007663
6,4,179,2970,4,9,1,7.216888889
6,4,82,2986,5,10,1,9.633754789
6,4,111,3001,5,11,1,5.232586207
6,4,75,3016,5,12,1,6.71562069
6,4,180,3031,5,13,1,6.179586207
6,4,6,3046,5,14,1,3.999283525
6,4,158,3061,5,15,1,6.964505747
6,4,12,3076,5,16,1,6.447203065
6,4,91,3091,5,17,1,5.240344828
6,4,107,3106,5,18,1,6.790314176
6,4,89,3121,5,19,2,2.441088123
6,4,179,3136,5,20,2,6.342490421
6,4,60,3151,5,21,2,5.328917625
6,4,166,3166,5,22,2,5.45841954
6,4,4,3181,5,23,2,6.795551724
6,4,148,3196,5,24,2,5.063632184
6,4,12,3211,5,25,2,5.627116858
6,4,96,3226,5,26,2,4.46559387
6,4,179,3241,5,27,2,6.471275862
6,4,111,3256,5,28,2,5.608398467
6,4,52,3271,5,29,2,5.691867816
6,4,102,3286,5,30,2,2.894695402
6,4,174,3301,5,31,2,6.20056705
6,4,41,3316,5,32,2,9.159007663
6,4,65,2911,5,5,1,6.70764751
6,4,178,2926,5,6,1,5.746229885
6,4,114,2941,5,7,1,6.557643678
6,4,177,2956,5,8,1,8.239448276
6,4,36,2971,5,9,1,7.031258621
6,4,178,2987,6,10,1,6.87497318
6,4,129,3002,6,11,1,6.431172414
6,4,96,3017,6,12,1,4.499842912
6,4,23,3032,6,13,1,3.676086207
6,4,40,3047,6,14,1,4.554980843
6,4,176,3062,6,15,1,8.327733716
6,4,116,3077,6,16,1,7.230687739
6,4,180,3092,6,17,1,8.219371648
6,4,105,3107,6,18,1,8.540191571
6,4,156,3122,6,19,2,6.334099617
6,4,20,3137,6,20,2,8.902701149
6,4,170,3152,6,21,2,8.162
6,4,106,3167,6,22,2,4.758295019
6,4,71,3182,6,23,2,7.897448276
6,4,179,3197,6,24,2,6.444856322
6,4,72,3212,6,25,2,5.913256705
6,4,149,3227,6,26,2,3.612630268
6,4,22,3242,6,27,2,7.155126437
6,4,37,3257,6,28,2,6.785373563
6,4,110,3272,6,29,2,5.537183908
6,4,5,3287,6,30,2,7.720785441
6,4,180,3302,6,31,2,6.488609195
6,4,162,3317,6,32,2,6.082383142
6,4,56,2912,6,5,1,6.997860153
6,4,106,2927,6,6,1,6.011724138
6,4,14,2942,6,7,1,7.379616858
6,4,131,2957,6,8,1,9.144649425
6,4,120,2972,6,9,1,6.377885057
6,4,143,2988,7,10,1,5.323070881
6,4,145,3003,7,11,1,4.798319923
6,4,37,3018,7,12,1,5.238977011
6,4,146,3033,7,13,1,4.747340996
6,4,178,3048,7,14,1,4.812528736
6,4,110,3063,7,15,1,7.408
6,4,47,3078,7,16,1,8.32651341
6,4,128,3093,7,17,1,8.107137931
6,4,89,3108,7,18,1,8.108
6,4,120,3123,7,19,2,3.876149425
6,4,88,3138,7,20,2,4.332199234
6,4,178,3153,7,21,2,6.776063218
6,4,19,3168,7,22,2,7.134316092
6,4,160,3183,7,23,2,6.794781609
6,4,125,3198,7,24,2,5.600306513
6,4,100,3213,7,25,2,7.610743295
6,4,45,3228,7,26,2,8.137203065
6,4,119,3243,7,27,2,6.263908046
6,4,180,3258,7,28,2,5.391812261
6,4,77,3273,7,29,2,8.866252874
6,4,76,3288,7,30,2,7.0031341
6,4,18,3303,7,31,2,7.238189655
6,4,78,3318,7,32,2,6.091632184
6,4,19,2913,7,5,1,6.456655172
6,4,175,2928,7,6,1,6.685229885
6,4,179,2943,7,7,1,7.369873563
6,4,109,2958,7,8,1,7.185344828
6,4,41,2973,7,9,1,6.819206897
6,4,62,2989,8,10,1,4.696068966
6,4,180,3004,8,11,1,7.082145594
6,4,141,3019,8,12,1,8.478452107
6,4,115,3034,8,13,1,6.458908046
6,4,50,3049,8,14,1,6.901417625
6,4,52,3064,8,15,1,6.607896552
6,4,30,3079,8,16,1,5.614863985
6,4,2,3094,8,17,1,7.621287356
6,4,179,3109,8,18,1,6.138390805
6,4,132,3124,8,19,2,7.568777778
6,4,175,3139,8,20,2,4.281706897
6,4,85,3154,8,21,2,8.157624521
6,4,99,3169,8,22,2,7.779954023
6,4,161,3184,8,23,2,7.221183908
6,4,129,3199,8,24,2,5.278735632
6,4,178,3214,8,25,2,7.337141762
6,4,64,3229,8,26,2,6.708034483
6,4,138,3244,8,27,2,5.962283525
6,4,23,3259,8,28,2,7.132643678
6,4,17,3274,8,29,2,4.172413793
6,4,158,3289,8,30,2,6.260264368
6,4,13,3304,8,31,2,5.8521341
6,4,180,3319,8,32,2,7.589804598
6,4,66,2914,8,5,1,7.761310345
6,4,90,2929,8,6,1,4.485306513
6,4,74,2944,8,7,1,6.788645594
6,4,48,2959,8,8,1,4.981885057
6,4,44,2974,8,9,1,6.816467433
6,4,54,2990,9,10,1,3.339758621
6,4,35,3005,9,11,1,6.812049808
6,4,81,3020,9,12,1,3.971655172
6,4,138,3035,9,13,1,5.542249042
6,4,108,3050,9,14,1,4.840781609
6,4,179,3065,9,15,1,5.167277778
6,4,140,3080,9,16,1,5.021312261
6,4,175,3095,9,17,1,6.042522989
6,4,84,3110,9,18,1,5.103867816
6,4,139,3125,9,19,2,3.820229885
6,4,26,3140,9,20,2,4.436819923
6,4,29,3155,9,21,2,5.214942529
6,4,180,3170,9,22,2,5.37437931
6,4,58,3185,9,23,2,6.652015326
6,4,152,3200,9,24,2,7.408720307
6,4,14,3215,9,25,2,3.694827586
6,4,115,3230,9,26,2,5.11683908
6,4,121,3245,9,27,2,6.808114943
6,4,75,3260,9,28,2,4.633701149
6,4,178,3275,9,29,2,NA
6,4,131,3290,9,30,2,6.902143678
6,4,114,3305,9,31,2,7.551846743
6,4,123,3320,9,32,2,7.986463602
6,4,70,2915,9,5,1,7.261172414
6,4,100,2930,9,6,1,6.229195402
6,4,31,2945,9,7,1,6.861517241
6,4,178,2960,9,8,1,5.839904215
6,4,58,2975,9,9,1,5.532362069
