,Trait,study,mgid,Designations,predicted.value,std.error,Reliability
540,GYKGPHA,India_2018WS,3638786,IR91648-B-289-B ,2091.965284,435.0774762,0.785845796
541,GYKGPHA,India_2018WS,4474307,IR15D120,3700.105026,634.6282431,0.544433228
542,GYKGPHA,India_2018WS,4731993,IR127152-2-10,3048.169534,505.6603718,0.699916043
543,GYKGPHA,India_2018WS,4732011,IR127155-1-22,3623.284107,542.9795893,0.646901948
544,GYKGPHA,India_2018WS,300162945,IR13F474,3292.746745,623.7065354,0.560623546
545,GYKGPHA,India_2018WS,300644467,IR108963:6-1-1-3,3127.206693,528.641226,0.372723449
546,GYKGPHA,India_2018WS,3853540,IR91648-B-117-B-1-1,2180.003843,438.5488763,0.783722179
547,GYKGPHA,India_2018WS,300440051,IR96465-B-BGY 372-103,1984.149292,630.5518705,0.539386225
548,GYKGPHA,India_2018WS,300718862,IR118171-B-22-3-1-4,3232.695057,584.3065711,0.612761519
549,GYKGPHA,India_2018WS,300719160,IR118172-B-2-3-1-4,3557.327103,541.8714243,0.667375502
550,GYKGPHA,India_2018WS,300718760,IR118166-B-14-2-1-2,3420.574251,625.6539849,0.555746068
551,GYKGPHA,India_2018WS,300718347,IR117823-B-38-3-2-3,3861.633905,504.1292146,0.713574958
552,GYKGPHA,India_2018WS,300719793,IR118165-B-9-2-1-5,4008.397024,521.1498053,0.691564034
553,GYKGPHA,India_2018WS,300719790,IR118165-B-9-2-1-2,3993.096416,521.1745412,0.691534754
554,GYKGPHA,India_2018WS,300718893,IR117823-B-43-1-1-1,3808.324267,504.3183977,0.713359946
555,GYKGPHA,India_2018WS,300719756,IR117821-B-23-1-1-3,3171.845979,585.8413242,0.613271027
556,GYKGPHA,India_2018WS,300718959,IR118175-B-34-1-1-2,3997.330018,600.0076313,0.590123461
557,GYKGPHA,India_2018WS,300718957,IR118178-B-38-5-1-5,4397.090138,606.1663924,0.581080928
558,GYKGPHA,India_2018WS,300719368,IR117826-B-6-1-1-3,3494.056591,478.8473235,0.741624808
559,GYKGPHA,India_2018WS,300719618,IR117824-B-50-1-2-5,3950.972537,546.9532426,0.662846512
560,GYKGPHA,India_2018WS,300718661,IR117826-B-3-2-2-3,3661.309554,478.5143954,0.741983964
561,GYKGPHA,India_2018WS,300719024,IR118170-B-18-1-1-3,3910.975497,553.1473374,0.652709502
562,GYKGPHA,India_2018WS,300718376,IR118172-B-56-2-1-3,3739.007287,541.5778803,0.667735785
563,GYKGPHA,India_2018WS,300719317,IR118174-B-1-1-1-2,2630.833677,605.4604785,0.582193286
564,GYKGPHA,India_2018WS,300718527,IR117820-B-46-3-1-4,3378.902036,585.8435194,0.613268129
565,GYKGPHA,India_2018WS,300718726,IR118170-B-52-1-1-3,3654.436097,553.1473374,0.652709502
566,GYKGPHA,India_2018WS,300718433,IR117826-B-43-1-2-5,3565.026677,478.8473235,0.741624808
567,GYKGPHA,India_2018WS,4274682,IR14L521,4210.784605,594.6117071,0.597941968
568,GYKGPHA,India_2018WS,3946140,IR14L156,4414.101901,631.8482227,0.545116886
569,GYKGPHA,India_2018WS,3773687,IR13L337,3390.067347,588.7417402,0.605453024
570,GYKGPHA,India_2018WS,1253989,IRRI 154,3889.509402,376.220428,0.837152274
571,GYKGPHA,India_2018WS,94801,IRRI 123,3823.675984,344.7436042,0.864793784
572,GYKGPHA,India_2018WS,300159918,IR15L1505,4346.872847,463.2417975,0.755453039
573,GYKGPHA,India_2018WS,300046424,IR15L1442,4830.972249,625.4917854,0.55438581
574,GYKGPHA,India_2018WS,300159488,IR15L1153,4593.233015,615.619339,0.567913265
575,GYKGPHA,India_2018WS,300159798,IR15L1203,3760.408651,626.9052256,0.551925525
576,GYKGPHA,India_2018WS,1265595,KOMBOKA (IR05N221),4262.105026,611.6873746,0.567146637
577,GYKGPHA,India_2018WS,4392936,IR15A1479,3814.753123,584.2207525,0.606812357
578,GYKGPHA,India_2018WS,1855984,IR06N188,4063.217797,621.1527947,0.553807779
579,GYKGPHA,India_2018WS,2159583,IR64-SUB1,3433.634489,422.2372943,0.793602069
580,GYKGPHA,India_2018WS,1847260,SWARNA-SUB1,2420.519665,487.2636914,0.716495947
581,GYKGPHA,India_2018WS,2254836,SAMBHA MAHSURI-SUB1,2462.467862,526.2522113,0.682164245
582,GYKGPHA,India_2018WS,2847870,Ciherang-Sub1,3620.141477,420.9277843,0.795570859
583,GYKGPHA,India_2018WS,123287,TDK 1,3769.532586,579.1249623,0.617902837
584,GYKGPHA,India_2018WS,1158937,CIHERANG,3803.739284,477.8594736,0.737713423
585,GYKGPHA,India_2018WS,82290,RC 18,3605.559037,583.0999907,0.616089748
586,GYKGPHA,India_2018WS,1162264,SAMBHA MAHSURI,2591.23927,511.2265555,0.687131
587,GYKGPHA,India_2018WS,400000001,Swarna,2361.204881,353.2457998,0.719914253
588,GYKGPHA,India_2018WS,400000002,MTU 1010,4883.480816,353.2457998,0.719914253
589,GYKGPHA,India_2018WS,400000003,Sahabagidhan,3924.213405,353.2457998,0.719914253
590,GYKGPHA,IRRIHQ_2018WS,1201260,IR04A115,4666.833702,401.2964661,0.810338909
591,GYKGPHA,IRRIHQ_2018WS,4194599,IR14F690,4400.505033,353.0888692,0.847492222
592,GYKGPHA,IRRIHQ_2018WS,300437331,IR16F1014,3629.695426,433.9382274,0.779551239
593,GYKGPHA,IRRIHQ_2018WS,300100256,IR103787-B-B-1-1,4189.919622,450.4021204,0.761165669
594,GYKGPHA,IRRIHQ_2018WS,300100298,IR103791-B-B-3-1,5009.52468,417.5749057,0.794835453
595,GYKGPHA,IRRIHQ_2018WS,1111689,IR03A262,4159.907477,422.2082467,0.787458012
596,GYKGPHA,IRRIHQ_2018WS,1265595,KOMBOKA (IR05N221),3771.153827,429.6222115,0.778878715
597,GYKGPHA,IRRIHQ_2018WS,300719790,IR118165-B-9-2-1-2,4599.220782,351.5262342,0.854678232
598,GYKGPHA,IRRIHQ_2018WS,4193113,IR14F713,4524.393949,346.6366642,0.853015029
599,GYKGPHA,IRRIHQ_2018WS,2972796,IR11N202,4714.484632,429.8370725,0.782531414
600,GYKGPHA,IRRIHQ_2018WS,300589989,IR108031-B-B-B-2-B-B,3852.20739,421.5608751,0.79220851
601,GYKGPHA,IRRIHQ_2018WS,2819750,NSIC 2016 RC 466,4511.860984,419.256338,0.794191946
602,GYKGPHA,IRRIHQ_2018WS,300100153,IR103421-B-B-5-3,4532.062228,423.4818838,0.788450614
603,GYKGPHA,IRRIHQ_2018WS,3771609,IR92522-45-3-1-4,3692.720052,427.8947662,0.783829858
604,GYKGPHA,IRRIHQ_2018WS,2433533,IR09A228,4372.545621,409.581511,0.804250887
605,GYKGPHA,IRRIHQ_2018WS,2652454,IR83383-B-B-129-4,4841.02345,349.2059178,0.854172223
606,GYKGPHA,IRRIHQ_2018WS,3659123,IR13N115,4162.855907,429.4013595,0.782402543
607,GYKGPHA,IRRIHQ_2018WS,300160009,IR15L1656,3562.952823,380.7390321,0.828928788
608,GYKGPHA,IRRIHQ_2018WS,2642849,IR09M120,3734.279413,428.0811119,0.783641535
609,GYKGPHA,IRRIHQ_2018WS,300437378,IR16F1061,3484.161655,408.6202873,0.804671592
610,GYKGPHA,IRRIHQ_2018WS,3041060,IR86385-98-1-1-B,2916.156625,373.7136434,0.835340931
611,GYKGPHA,IRRIHQ_2018WS,1133741,IR03A568,4065.03054,428.6822967,0.783353899
612,GYKGPHA,IRRIHQ_2018WS,300099976,IR103401-B-B-3-3,3934.654321,423.0594251,0.788896494
613,GYKGPHA,IRRIHQ_2018WS,300099866,IR103386-B-B-3-1,4345.263596,416.8016792,0.795096125
614,GYKGPHA,IRRIHQ_2018WS,300100227,IR103783-B-B-6-2,4989.439629,411.4164066,0.801186626
615,GYKGPHA,IRRIHQ_2018WS,4452548,IR100692-AJY 5-1-AJY 1,4292.618256,422.5408451,0.786533973
616,GYKGPHA,IRRIHQ_2018WS,4194510,IR14F703,4332.273141,346.9487218,0.852750265
617,GYKGPHA,IRRIHQ_2018WS,300133971,IR15T1462,4401.690998,430.5672752,0.781292305
618,GYKGPHA,IRRIHQ_2018WS,4220423,IR105469:72-18-2,1325.328604,417.2235503,0.790740656
619,GYKGPHA,IRRIHQ_2018WS,300160232,IR15L1564,3839.651843,379.6797269,0.829879384
620,GYKGPHA,IRRIHQ_2018WS,3806873,IR13A515,5397.114544,422.0908102,0.790110517
621,GYKGPHA,IRRIHQ_2018WS,3041160,IR86385-276-2-2-B,2730.462735,374.1560246,0.834950872
622,GYKGPHA,IRRIHQ_2018WS,3592078,IR13N134,3683.503299,433.2428149,0.778533797
623,GYKGPHA,IRRIHQ_2018WS,300437489,IR16F1172,3441.098621,430.078511,0.783418706
624,GYKGPHA,IRRIHQ_2018WS,300160564,IR15L1361,3930.38765,382.4076519,0.827426035
625,GYKGPHA,IRRIHQ_2018WS,300100240,IR103785-B-B-1-3,3738.876057,421.2351604,0.791312541
626,GYKGPHA,IRRIHQ_2018WS,300223871,IR16L1419,4836.418095,400.7623496,0.810425458
627,GYKGPHA,IRRIHQ_2018WS,300099883,IR103388-B-B-2-3,4010.773601,413.2267113,0.798825851
628,GYKGPHA,IRRIHQ_2018WS,4333583,IR97418-32-3-1-AJY 1-1,3409.033088,412.7411988,0.80151048
629,GYKGPHA,IRRIHQ_2018WS,3853388,IR91648-B-20-B-3-1,2837.063781,312.6457661,0.886170083
630,GYKGPHA,IRRIHQ_2018WS,3592212,IR13N143,4886.08298,429.7660993,0.782663388
631,GYKGPHA,IRRIHQ_2018WS,300294018,IR100097-B-B RGA-B RGA-8,4954.623328,416.7976202,0.793082123
632,GYKGPHA,IRRIHQ_2018WS,300100073,IR103414-B-B-6-1,3172.870215,423.0797741,0.788734268
633,GYKGPHA,IRRIHQ_2018WS,2697451,IR10N134,4668.870711,430.5888649,0.783065364
634,GYKGPHA,IRRIHQ_2018WS,2348720,IR08A176,4601.562988,422.5685031,0.78990571
635,GYKGPHA,IRRIHQ_2018WS,2697338,IR10N237,3787.15215,422.1054451,0.791463354
636,GYKGPHA,IRRIHQ_2018WS,4274682,IR14L521,4705.708526,422.1700463,0.790119545
637,GYKGPHA,IRRIHQ_2018WS,2971736,IR11N121,4263.567691,431.4788956,0.78219225
638,GYKGPHA,IRRIHQ_2018WS,2318925,IR82077-B-B-71-1,3507.745746,426.7748888,0.782065951
639,GYKGPHA,IRRIHQ_2018WS,3773687,IR13L337,4908.338803,426.6206026,0.785460112
640,GYKGPHA,IRRIHQ_2018WS,300350880,IR108135-B-1-AJY 1-B-1,5037.801082,429.4601979,0.782384074
641,GYKGPHA,IRRIHQ_2018WS,1855984,IR06N188,3673.992493,431.4503248,0.777073323
642,GYKGPHA,IRRIHQ_2018WS,3042709,IR55423-01,4551.563519,364.0638072,0.797233657
643,GYKGPHA,IRRIHQ_2018WS,4732011,IR127155-1-22,3079.983873,395.7561754,0.805750886
644,GYKGPHA,IRRIHQ_2018WS,300100191,IR103780-B-B-6-2,3109.339309,428.55203,0.783411914
645,GYKGPHA,IRRIHQ_2018WS,300589954,IR108034-B-B-B-5-B-B,4664.489056,420.6612103,0.792924739
646,GYKGPHA,IRRIHQ_2018WS,300046424,IR15L1442,4856.180178,433.7218861,0.778122226
647,GYKGPHA,IRRIHQ_2018WS,3041357,NSIC RC 184,3608.603268,432.954711,0.775117553
648,GYKGPHA,IRRIHQ_2018WS,4275465,IR14L362,5255.028222,419.1637935,0.792665003
649,GYKGPHA,IRRIHQ_2018WS,2487859,IR82589-B-B-84-3,4407.966131,398.9284417,0.811486817
650,GYKGPHA,IRRIHQ_2018WS,2309546,IR81412-B-B-82-1,4126.911043,420.1435893,0.788809758
651,GYKGPHA,IRRIHQ_2018WS,300589996,IR108040-B-B-B-4-B-B,2809.849799,426.4036571,0.787168978
652,GYKGPHA,IRRIHQ_2018WS,300099924,IR103394-B-B-1-2,3395.69137,431.7045134,0.780506319
653,GYKGPHA,IRRIHQ_2018WS,4226358,IR110615-C1-B-B-B-1-1,2363.810906,429.4914495,0.783959076
654,GYKGPHA,IRRIHQ_2018WS,300287234,IR100842-B-B RGA-B RGA-B RGA-9,3719.220197,421.2472944,0.792454092
655,GYKGPHA,IRRIHQ_2018WS,300718726,IR118170-B-52-1-1-3,4655.140052,395.4783138,0.816163421
656,GYKGPHA,IRRIHQ_2018WS,300350892,IR108175-B-22-AJY 3-B-1,3730.893434,434.5697065,0.777184422
657,GYKGPHA,IRRIHQ_2018WS,4688859,PR44420-36-4-3,2137.763273,429.2506076,0.771580648
658,GYKGPHA,IRRIHQ_2018WS,300589929,IR108028-B-B-B-1-B-B,3295.446742,361.9612719,0.846856797
659,GYKGPHA,IRRIHQ_2018WS,4453621,IR100638-12-AJY 3-CMU 2,3897.043741,425.112215,0.784019151
660,GYKGPHA,IRRIHQ_2018WS,1253961,IR04A428,4508.652184,406.6380064,0.802847118
661,GYKGPHA,IRRIHQ_2018WS,2285605,A69-1,3181.539816,397.6322373,0.754989755
662,GYKGPHA,IRRIHQ_2018WS,123287,TDK 1,3531.455775,409.1728568,0.802476756
663,GYKGPHA,IRRIHQ_2018WS,300719160,IR118172-B-2-3-1-4,5396.149279,388.6586117,0.822795944
664,GYKGPHA,IRRIHQ_2018WS,300100249,IR103786-B-B-1-3,4274.617207,428.9397917,0.782953224
665,GYKGPHA,IRRIHQ_2018WS,2146449,IR81047-B-106-2-4,3728.341446,421.9471315,0.786506381
666,GYKGPHA,IRRIHQ_2018WS,300038124,IR100120-B-B-B-B-11,4825.842665,424.8532552,0.786892046
667,GYKGPHA,IRRIHQ_2018WS,300133075,IR15T1319,3850.343018,416.8691238,0.796725261
668,GYKGPHA,IRRIHQ_2018WS,4474307,IR15D120,3407.663387,435.0329571,0.778316738
669,GYKGPHA,IRRIHQ_2018WS,300099979,IR103404-B-B-1-3,2751.796003,432.3396562,0.779570968
670,GYKGPHA,IRRIHQ_2018WS,1873891,NSIC RC 186,3168.356065,427.2167163,0.781038835
671,GYKGPHA,IRRIHQ_2018WS,1192189,IR77080-B-34-3,4799.722814,395.7586112,0.806821451
672,GYKGPHA,IRRIHQ_2018WS,2723508,IR84878-B-60-4-1,4552.236223,411.1057964,0.801020124
673,GYKGPHA,IRRIHQ_2018WS,300234317,IR103728-B-B-B-B-1,4373.180087,432.6032304,0.779092197
674,GYKGPHA,IRRIHQ_2018WS,1847260,SWARNA-SUB1,3221.329388,366.5236948,0.833884324
675,GYKGPHA,IRRIHQ_2018WS,2972722,IR11A341,3926.082329,422.6666251,0.78975599
676,GYKGPHA,IRRIHQ_2018WS,300718347,IR117823-B-38-3-2-3,4398.180064,358.3009254,0.850170114
677,GYKGPHA,IRRIHQ_2018WS,2969190,IR86857-101-2-1-3,4313.440295,434.8502714,0.776843275
678,GYKGPHA,IRRIHQ_2018WS,4214820,IR99054-B-B-1,3071.325511,430.0370872,0.778138246
679,GYKGPHA,IRRIHQ_2018WS,3658769,IR13N102,3830.880563,422.830108,0.789767266
680,GYKGPHA,IRRIHQ_2018WS,2158291,IR79971-B-227-B-B,3257.639473,405.8477549,0.802395461
681,GYKGPHA,IRRIHQ_2018WS,4228927,IR14A150,4839.575839,412.3238739,0.799975029
682,GYKGPHA,IRRIHQ_2018WS,4229178,IR14A216,1725.44121,423.9701482,0.784814149
683,GYKGPHA,IRRIHQ_2018WS,4228888,IR14N153,4214.091563,434.6756132,0.778782968
684,GYKGPHA,IRRIHQ_2018WS,4027372,IR14L253,4538.947685,418.0747236,0.794588526
685,GYKGPHA,IRRIHQ_2018WS,4270335,IR96321-1447-651-B-1-1-2,3335.318218,370.2378123,0.840483457
686,GYKGPHA,IRRIHQ_2018WS,3423716,IR12A136,4816.148516,432.8831945,0.780598556
687,GYKGPHA,IRRIHQ_2018WS,2816318,IR10M210,4198.975564,423.5726674,0.79004183
688,GYKGPHA,IRRIHQ_2018WS,1161411,IR74371-54-1-1,3997.698155,381.4964084,0.825592098
689,GYKGPHA,IRRIHQ_2018WS,4689031,PR44522-15-5-2-B,3159.617089,430.8227042,0.777326885
690,GYKGPHA,IRRIHQ_2018WS,3658875,IR13A107,4196.187879,418.2263626,0.793799228
691,GYKGPHA,IRRIHQ_2018WS,4229275,IR93339:39-B-6-5-B-B-B-47,4961.986003,428.3731541,0.786344378
692,GYKGPHA,IRRIHQ_2018WS,2876274,IR86781-3-3-1-1,3537.649671,428.327832,0.783392071
693,GYKGPHA,IRRIHQ_2018WS,300100202,IR103782-B-B-1-1,4455.645542,421.8308158,0.79040453
694,GYKGPHA,IRRIHQ_2018WS,4193103,IR14F711,4469.406594,346.7149633,0.852948618
695,GYKGPHA,IRRIHQ_2018WS,4453460,IR100701-AJY 24-AJY 1-CMU 1,3346.646998,417.5963872,0.791455223
696,GYKGPHA,IRRIHQ_2018WS,300100114,IR103419-B-B-1-3,2503.675896,400.0723733,0.811926235
697,GYKGPHA,IRRIHQ_2018WS,3771803,IR13L188,4301.938166,373.3243029,0.837379378
698,GYKGPHA,IRRIHQ_2018WS,3425923,IR12A173,4463.772986,429.8013024,0.781899222
699,GYKGPHA,IRRIHQ_2018WS,3082649,IR11L122,4756.580732,432.8733573,0.778833956
700,GYKGPHA,IRRIHQ_2018WS,300100002,IR103406-B-B-3-2,3494.197026,432.2819812,0.779536331
701,GYKGPHA,IRRIHQ_2018WS,300718893,IR117823-B-43-1-1-1,4314.303924,358.6525034,0.849875933
702,GYKGPHA,IRRIHQ_2018WS,300100388,IR103801-B-B-3-1,4654.659673,422.0772779,0.78999538
703,GYKGPHA,IRRIHQ_2018WS,89840,Abhaya ,2515.164583,416.9097612,0.733434035
704,GYKGPHA,IRRIHQ_2018WS,94801,IRRI 123,4112.827439,367.1284523,0.841212744
705,GYKGPHA,IRRIHQ_2018WS,300718376,IR118172-B-56-2-1-3,5182.384392,386.4007637,0.824848839
706,GYKGPHA,IRRIHQ_2018WS,300719793,IR118165-B-9-2-1-5,4554.849144,352.4233873,0.853935515
707,GYKGPHA,IRRIHQ_2018WS,1253989,IRRI 154,5163.90503,294.0063066,0.897012248
708,GYKGPHA,IRRIHQ_2018WS,300159798,IR15L1203,3711.929665,428.0546181,0.783668315
709,GYKGPHA,IRRIHQ_2018WS,4608486,IR115838:5-5-5,4127.752295,426.8084961,0.784605493
710,GYKGPHA,IRRIHQ_2018WS,300159905,IR15L1222,4225.557796,380.6994591,0.828964347
711,GYKGPHA,IRRIHQ_2018WS,2434116,OM4900,3780.720258,415.1121862,0.77268931
712,GYKGPHA,IRRIHQ_2018WS,4194486,IR14F697,4265.696145,348.6752107,0.851281128
713,GYKGPHA,IRRIHQ_2018WS,1161410,IR74371-46-1-1,4064.772044,387.1574603,0.820377592
714,GYKGPHA,IRRIHQ_2018WS,4140037,IR87959-6-2-3-1-2-BAY B-CMU 1,4449.930392,424.8991593,0.789780977
715,GYKGPHA,IRRIHQ_2018WS,300718661,IR117826-B-3-2-2-3,4123.523099,336.65475,0.867748224
716,GYKGPHA,IRRIHQ_2018WS,3427099,IR12N240,5176.607074,433.0013454,0.778639437
717,GYKGPHA,IRRIHQ_2018WS,3944836,IR14L101,4118.050915,407.9855472,0.805150372
718,GYKGPHA,IRRIHQ_2018WS,300159488,IR15L1153,3609.432432,428.8789237,0.782834332
719,GYKGPHA,IRRIHQ_2018WS,1189517,IR72667-16-1-B-B-3,4754.734303,423.0865124,0.788725428
720,GYKGPHA,IRRIHQ_2018WS,2857055,NSIC RC 392,3395.376703,384.1460073,0.828136684
721,GYKGPHA,IRRIHQ_2018WS,3593039,IR13A153,3920.750836,413.3359416,0.799386599
722,GYKGPHA,IRRIHQ_2018WS,300100320,IR103794-B-B-1-2,4633.665652,424.1321229,0.788094623
723,GYKGPHA,IRRIHQ_2018WS,300224531,IR16L1499,4791.078214,406.3893615,0.806505123
724,GYKGPHA,IRRIHQ_2018WS,300437414,IR16F1097,4467.385649,425.6008317,0.787945929
725,GYKGPHA,IRRIHQ_2018WS,3638786,IR91648-B-289-B ,2657.438745,308.9295257,0.888188217
726,GYKGPHA,IRRIHQ_2018WS,1162264,SAMBHA MAHSURI,2649.04519,359.7770218,0.839535893
727,GYKGPHA,IRRIHQ_2018WS,3041036,IR86385-80-1-2-B,3221.0308,373.7644054,0.835296196
728,GYKGPHA,IRRIHQ_2018WS,4274214,IR14L297,4734.169807,425.1244983,0.786956062
729,GYKGPHA,IRRIHQ_2018WS,300100403,IR103803-B-B-2-1,2435.723377,418.1609158,0.793915859
730,GYKGPHA,IRRIHQ_2018WS,4193129,IR14F717,4810.40305,346.4211749,0.85319772
731,GYKGPHA,IRRIHQ_2018WS,300719756,IR117821-B-23-1-1-3,4285.385724,408.2436027,0.805526328
732,GYKGPHA,IRRIHQ_2018WS,300437350,IR16F1033,4356.24939,392.956201,0.819686183
733,GYKGPHA,IRRIHQ_2018WS,300223874,IR16L1421,3876.739171,398.3401441,0.812710108
734,GYKGPHA,IRRIHQ_2018WS,3426973,IR12N231,4284.001921,431.7137888,0.779953938
735,GYKGPHA,IRRIHQ_2018WS,3874531,IR93346:1-B-13-7-6-1RGA-2RGA-1-B,4563.319019,434.6099252,0.780276729
736,GYKGPHA,IRRIHQ_2018WS,1161409,IR74371-70-1-1,3809.833408,391.0036329,0.816790987
737,GYKGPHA,IRRIHQ_2018WS,1838118,NSIC 2016 RC 468,4296.616974,424.8805302,0.783427016
738,GYKGPHA,IRRIHQ_2018WS,4731993,IR127152-2-10,2307.100858,378.4795681,0.82590546
739,GYKGPHA,IRRIHQ_2018WS,300718959,IR118175-B-34-1-1-2,4337.170262,422.3825373,0.789657633
740,GYKGPHA,IRRIHQ_2018WS,2162177,BINA dhan 8,3478.385872,425.845432,0.782442227
741,GYKGPHA,IRRIHQ_2018WS,300440051,IR96465-B-BGY 372-103,2112.411099,433.1228487,0.774942853
742,GYKGPHA,IRRIHQ_2018WS,4689025,PR44517-10-2-1-B,4377.114554,432.2883547,0.775809249
743,GYKGPHA,IRRIHQ_2018WS,300350942,IR108289-B-AJY 1-2-B-1,4125.418102,428.9949697,0.784002494
744,GYKGPHA,IRRIHQ_2018WS,300589958,IR108048-B-B-B-6-B-B,4420.341981,411.8884473,0.801581036
745,GYKGPHA,IRRIHQ_2018WS,4453593,IR100632-37-AJY 3-CMU 1,3792.984939,405.240608,0.804664109
746,GYKGPHA,IRRIHQ_2018WS,300589973,IR108042-B-B-B-4-B-B,3616.602588,429.650736,0.783802355
747,GYKGPHA,IRRIHQ_2018WS,300038744,IR99982-B-B-B-B-1,3983.262779,413.2596891,0.798995261
748,GYKGPHA,IRRIHQ_2018WS,4339585,IR14L594,4680.671514,434.6060598,0.778870413
749,GYKGPHA,IRRIHQ_2018WS,300100050,IR103412-B-B-1-2,4024.260711,420.5550571,0.791454451
750,GYKGPHA,IRRIHQ_2018WS,999446,NSIC RC 190,4329.482925,432.0443362,0.770495109
751,GYKGPHA,IRRIHQ_2018WS,1635226,IR79913-B-176-B-4,3906.707304,430.5553241,0.778708336
752,GYKGPHA,IRRIHQ_2018WS,2972309,IR11A297,4596.490525,399.7419613,0.811880145
753,GYKGPHA,IRRIHQ_2018WS,2696701,IR10N271,2057.73666,433.2807742,0.778786592
754,GYKGPHA,IRRIHQ_2018WS,3041133,IR86385-194-2-1-B,3246.365086,374.39613,0.834738971
755,GYKGPHA,IRRIHQ_2018WS,300100196,IR103781-B-B-2-1,4811.241449,423.1481462,0.789148678
756,GYKGPHA,IRRIHQ_2018WS,2652531,IR09L226,4427.105686,397.2938119,0.810727088
757,GYKGPHA,IRRIHQ_2018WS,3492858,IR12M112,4421.96456,425.3163045,0.788295494
758,GYKGPHA,IRRIHQ_2018WS,300133147,IR15T1330,4634.765891,428.6975064,0.783125978
759,GYKGPHA,IRRIHQ_2018WS,4229236,IR93339:29-B-7-7-B-B-B-16,3974.293037,429.7826216,0.784936091
760,GYKGPHA,IRRIHQ_2018WS,4204305,IR105479:64-2,948.336942,417.4712624,0.788785315
761,GYKGPHA,IRRIHQ_2018WS,2858722,IR10A231,4505.765005,434.4321501,0.779168843
762,GYKGPHA,IRRIHQ_2018WS,4028465,IR14L261,3856.935621,430.9750154,0.780856882
763,GYKGPHA,IRRIHQ_2018WS,1253957,IR04A429,4342.525943,413.0920028,0.79653919
764,GYKGPHA,IRRIHQ_2018WS,300039577,IR99047-B-B-B-B-47,4521.066368,427.5244915,0.784608181
765,GYKGPHA,IRRIHQ_2018WS,300718957,IR118178-B-38-5-1-5,4144.935033,425.6529426,0.786089039
766,GYKGPHA,IRRIHQ_2018WS,4027390,IR95781-15-1-1-4,4916.419531,422.5134145,0.789430346
767,GYKGPHA,IRRIHQ_2018WS,300100396,IR103802-B-B-2-3,4171.8349,422.4064441,0.790213092
768,GYKGPHA,IRRIHQ_2018WS,3853540,IR91648-B-117-B-1-1,2781.948597,312.8159023,0.886046161
769,GYKGPHA,IRRIHQ_2018WS,4453473,IR100688-15-AJY 2-CMU 2,4258.298786,431.7472694,0.776707439
770,GYKGPHA,IRRIHQ_2018WS,4453095,IR92831-22-BAY 2-1-CMU 1,4175.666209,431.7392042,0.78024658
771,GYKGPHA,IRRIHQ_2018WS,3592044,IR13N131,3541.666997,418.2982159,0.794020695
772,GYKGPHA,IRRIHQ_2018WS,4276956,IR14L395,4902.987922,426.3810904,0.785744477
773,GYKGPHA,IRRIHQ_2018WS,300719024,IR118170-B-18-1-1-3,4454.166979,395.5261936,0.816118904
774,GYKGPHA,IRRIHQ_2018WS,3022947,IR11A282,5843.105024,423.4689363,0.788615969
775,GYKGPHA,IRRIHQ_2018WS,1960929,IR06A150,4232.073597,420.1753966,0.78910672
776,GYKGPHA,IRRIHQ_2018WS,3023573,IR11A306,4546.900966,422.6189909,0.790249733
777,GYKGPHA,IRRIHQ_2018WS,300437396,IR16F1079,3077.377543,422.0881289,0.791313258
778,GYKGPHA,IRRIHQ_2018WS,300162945,IR13F474,2620.180015,434.3275718,0.779358945
779,GYKGPHA,IRRIHQ_2018WS,300233098,IR16A1957,4149.406949,429.3881155,0.782636729
780,GYKGPHA,IRRIHQ_2018WS,300172497,IR101840-1-1-11-2-1,2479.455986,396.1647354,0.817339746
781,GYKGPHA,IRRIHQ_2018WS,300071001,IR15T1133,4863.838283,435.9486637,0.773046942
782,GYKGPHA,IRRIHQ_2018WS,300099796,IR103377-B-B-3-3,4582.511073,429.8464214,0.781981969
783,GYKGPHA,IRRIHQ_2018WS,2488348,IR82635-B-B-75-2,4289.518512,401.7816128,0.809762753
784,GYKGPHA,IRRIHQ_2018WS,3088465,IR10F559,5179.096921,424.5783526,0.787747454
785,GYKGPHA,IRRIHQ_2018WS,4029135,IR14L256,4394.351262,427.1887628,0.784929152
786,GYKGPHA,IRRIHQ_2018WS,300718433,IR117826-B-43-1-2-5,3460.01005,336.9256017,0.867535335
787,GYKGPHA,IRRIHQ_2018WS,4395302,IR15A1410,4826.869866,398.1088745,0.805063879
788,GYKGPHA,IRRIHQ_2018WS,4609623,IR15A4029,4583.530605,344.2311936,0.860435591
789,GYKGPHA,IRRIHQ_2018WS,3427008,IR12A282,3944.076299,431.5540566,0.78011674
790,GYKGPHA,IRRIHQ_2018WS,300100422,IR103805-B-B-2-2,1594.295457,422.7987434,0.789366684
791,GYKGPHA,IRRIHQ_2018WS,2451117,IR09A235,3933.052794,420.1349212,0.792715669
792,GYKGPHA,IRRIHQ_2018WS,300719100,IR118167-B-16-1-1-4,3789.133504,427.3287515,0.785275678
793,GYKGPHA,IRRIHQ_2018WS,4275818,IR14L545,5635.681988,423.5833452,0.788400919
794,GYKGPHA,IRRIHQ_2018WS,300644467,IR108963:6-1-1-3,3675.274366,393.8240534,0.639490423
